NÃºmero;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;CÃ³digo no fornecedor;Nome;Marca;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;Nome
211762;1;01/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;3;20,9;62,7;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Nex Floor Granito LÃ­quido 1,250KG Cinza CorumbÃ¡ - Cristal;CNFGL3125;3;393,97;1.181,91;Shopee Novo;;;1;03/06/2026 10:02;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;KIT Limpador de SuperfÃ­cies TF Clean 200ML + Primer para GravaÃ§Ãµes a Laser TF700 Black 150ML;KITTFB002;1;134,9;134,9;Shopee - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA
211763;1;01/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;110,34;110,34;Eov Shopee 2026;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Smart Coat Brilhante 1L Transfix;LP010001;3;77,3;231,9;Obramil - Mercado livre;;;1;03/06/2026 10:02;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Cimento Queimado Elastment Cinza MÃ©dio 18kg;ECQ0440018;1;1.279,15;1.279,15;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211763;1;01/06/2026 08:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de AderÃªncia para plÃ¡stico TF200 150ML Transfix;TF200150;1;75,12;75,12;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte MarÃ­timo Sobre Ferrugem 900G Branco - Pulo do Gato;EMF044409;1;57,56;57,56;Obramil - Mercado livre;;;1;03/06/2026 10:02;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Cimento Queimado Elastment Cinza MÃ©dio 18kg;ECQ0440018;1;1.279,15;1.279,15;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211764;1;01/06/2026 08:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Impermeabilizante SOS Concreto 200ML;SC0000025;1;280,86;280,86;Obramil - Mercado livre;;;1;03/06/2026 10:02;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Massa Efeito Marmorite 4kg+primer Gelo 1kg+cera+pasta Cobre;KITMARM8;1;613,79;613,79;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211765;1;01/06/2026 08:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;3;20,9;62,7;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 900ML Larimar;DPT04927009;1;75,23;75,23;Obramil - Mercado livre;;;1;03/06/2026 10:02;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;LT Shine Grannistone Primer Promotor de AderÃªncia 4KG Cinza Claro;TPG0440404;1;147,74;147,74;Shopee - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA
211766;1;01/06/2026 08:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;3;20,9;62,7;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Filme 150ML Transfix;RF00150;1;110,34;110,34;Obramil - Mercado livre;;;1;03/06/2026 11:55;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;142,37;142,37;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211767;1;01/06/2026 08:36;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Gessonato 1,33KG;GNB0400133;1;74,98;74,98;Obramil - Mercado livre;;;1;03/06/2026 11:55;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;142,37;142,37;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211768;1;01/06/2026 08:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;164,14;164,14;Eov Shopee 2026;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;KIT 2x Fixador de Pedras Hold Stone 1L + Borrifador Manual de CompressÃ£o PrÃ©via 2L Bestfer;KITBHS01;1;177,99;177,99;Obramil - Mercado livre;;;1;03/06/2026 11:55;Emitida DANFE;Venda de mercadoria a nÃ£o contribuinte;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;142,37;142,37;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA
211769;1;01/06/2026 08:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Resina 900ML Brilhante;LR0100009;1;152,14;152,14;EOV - Mercado Livre;LR0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Membrana de Cura 900ML Elastment;ME0400009;2;148,48;296,96;Obramil - Mercado livre;;;2;03/06/2026 14:58;Autorizada;Venda de mercadoria a nÃ£o contribuinte;Verniz Madeira Wood Wood Verniz Pu 75 900ml;WVP0000900;1;275,86;275,86;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA
211770;1;01/06/2026 08:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;1;67,74;67,74;Eov Shopee 2026;DPT04001025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Impermeabilizante SOS Concreto 200ML;SC0000025;1;280,86;280,86;Obramil - Mercado livre;;;2;04/06/2026 09:09;Autorizada;Venda de mercadoria a nÃ£o contribuinte;Verniz Madeira Wood Wood Verniz Pu 75 900ml;WVP0000900;1;275,86;275,86;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA
211771;1;01/06/2026 08:40;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Transfer 150ml;RT00150;1;42,83;42,83;Obramil - Mercado livre;;;2;04/06/2026 14:01;Autorizada;Venda de mercadoria a nÃ£o contribuinte;Selante Para Juntas Cimenticias Dw240 Flex 420g Cinza;SE2440142;1;124,87;124,87;Mercado Livre - Construlivre;-
129053;2;01/06/2026 08:40;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Privada Encardida Sem Esforco Wdc 1lt;IL0100003;1;150;150;EOV - Mercado Livre;IL0100001;IVA QUIMICA DO BRASIL LTDA;IVACLEAN;;1;02/06/2026 10:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Filme 150ML Transfix;RF00150;1;110,34;110,34;Obramil - Mercado livre;;;;;;;;;;;;;
211772;1;01/06/2026 08:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Concrete Design 1KG Branco;HDC0400101;1;68,49;68,49;EOV - Mercado Livre;HDC0400101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;1;02/06/2026 10:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte MarÃ­timo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;1;57,56;57,56;Obramil - Mercado livre;;;;;;;;;;;;;
211773;1;01/06/2026 08:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Cola Gel Decoupage para Papel 100ML;DE0400001;2;35,52;71,04;Eov Shopee 2026;DE0400001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;1;02/06/2026 10:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Kit 100x ProteÃ§Ã£o De Parafuso Premium Protelha AlumÃ­nio Fast Cristal;FD000100;6;137,94;827,64;Magalu;;;;;;;;;;;;;
211774;1;01/06/2026 08:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;02/06/2026 12:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Cola Piso VinÃ­lico E Emborrachado AC10000 1KG;AC1000301;1;107,35;107,35;Obramil - Mercado livre;;;;;;;;;;;;;
211775;1;01/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta ElÃ¡stica Smart Color Semi Brilho 3,6L Branco;SR0200136;1;464,43;464,43;EOV - Mercado Livre;SR0200136;IVA QUIMICA DO BRASIL LTDA;SMART;;1;02/06/2026 12:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Super Cola Gel 20G Wood Wood;SGG0100020;1;31,35;31,35;Obramil - Mercado livre;;;;;;;;;;;;;
211776;1;01/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;125,81;125,81;Shopee Novo;;;;;;;;;;;;;
211777;1;01/06/2026 08:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 900ML Larimar;DPT04927009;1;75,23;75,23;Obramil - Mercado livre;;;;;;;;;;;;;
211778;1;01/06/2026 08:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Umi Block Cristal C/ Bico Aplicador - Impermeabilizante para Pequenos Reparos 500ML;CUB01000009;1;358,68;358,68;Obramil - Mercado livre;;;;;;;;;;;;;
211779;1;01/06/2026 08:49;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Transfer 150ml;RT00150;1;42,83;42,83;Shopee Novo;;;;;;;;;;;;;
129055;2;01/06/2026 08:49;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Manta Liquida Cimenticia Elastment Cimento Elastico 20kg;EB0440020;1;1.191,56;1.191,56;EOV - Mercado Livre;EB0440020;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Primer Promotor de AderÃªncia Transfix para Vidro TF300 150ML;TF300150;1;104,45;104,45;Obramil - Mercado livre;;;;;;;;;;;;;
129057;2;01/06/2026 08:50;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;1;390,04;390,04;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;144,94;144,94;Obramil - Mercado livre;;;;;;;;;;;;;
211780;1;01/06/2026 08:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Obramil - Mercado livre;;;;;;;;;;;;;
211781;1;01/06/2026 08:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Preto;SE2401042;1;153,73;153,73;Obramil - Mercado livre;;;;;;;;;;;;;
211782;1;01/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 1,250KG Branco CearÃ¡ - Cristal;CNFGL0125;1;312,83;312,83;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Filme 900ML;RF00900;1;401,26;401,26;Obramil - Mercado livre;;;;;;;;;;;;;
211783;1;01/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Transfer 150ml;RT00150;1;42,83;42,83;Obramil - Mercado livre;;;;;;;;;;;;;
211784;1;01/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;1;03/06/2026 13:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Porcelanato Liquido Baixa Espessura C/ Endurecedor Kit 1,5KG;PL0009816;1;150;150;Tray;;;;;;;;;;;;;
211786;1;01/06/2026 08:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 1,250KG Branco CearÃ¡ - Cristal;CNFGL0125;1;312,83;312,83;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;03/06/2026 13:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte MarÃ­timo Sobre Ferrugem 900G Preto Fosco - Pulo do Gato;EMF044109;1;56;56;Obramil - Mercado livre;;;;;;;;;;;;;
211787;1;01/06/2026 08:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;186,67;186,67;Eov Shopee 2026;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;03/06/2026 13:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Transfer 150ml;RT00150;1;42,83;42,83;Shopee Novo;;;;;;;;;;;;;
211788;1;01/06/2026 08:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;124,81;124,81;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211789;1;01/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
211790;1;01/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador e Removedor de Espuma PU Sieger 500ml;SC136500;1;35;35;EOV - Mercado Livre;48361;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;SIEGER;;;;;;;;;;;;;;;;;;;;;;;;
211791;1;01/06/2026 09:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 340G;MF0400134;1;90,49;90,49;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211791;1;01/06/2026 09:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;35,38;35,38;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211792;1;01/06/2026 09:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211793;1;01/06/2026 09:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211794;1;01/06/2026 09:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 1L;HSP0100001;1;379,99;379,99;EOV - Mercado Livre;HSP0100001;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
211795;1;01/06/2026 09:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rufo LÃ­quido 900G CerÃ¢mica Telha;RL0471209;1;196,9;196,9;EOV - Mercado Livre;RL0471209;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
211796;1;01/06/2026 09:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
211797;1;01/06/2026 09:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rufo LÃ­quido 900G Cinza;RL0440009;1;196,9;196,9;EOV - Mercado Livre;RL0440009;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
211798;1;01/06/2026 09:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;150,46;150,46;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
211799;1;01/06/2026 09:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de AderÃªncia Ultragrip 1KG;UGP0440001;1;143,24;143,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
211800;1;01/06/2026 09:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Porcelanato Rejunte Desincrustante Concentrado Ivaclean 1L;LP0131901;1;126,57;126,57;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;IVACLEAN;;;;;;;;;;;;;;;;;;;;;;;;
211801;1;01/06/2026 09:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Umidade 250G;SU04000250;6;191,99;1.151,94;EOV - Mercado Livre;SU04000250;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
211802;1;01/06/2026 09:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;99,96;99,96;EOV - Mercado Livre;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211803;1;01/06/2026 09:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211804;1;01/06/2026 09:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Castanho;UG04741050;2;29;58;EOV - Mercado Livre;UG04741050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
211806;1;01/06/2026 09:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML CafÃ© ArÃ¡bica;UG04773050;1;31,78;31,78;Eov Shopee 2026;UG04773050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
211807;1;01/06/2026 09:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 900ML;RF00900;1;371,54;371,54;EOV - Mercado Livre;RF00900;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211805;1;01/06/2026 09:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Concre Fast 4KG;COF0400804;1;114,28;114,28;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
211808;1;01/06/2026 09:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Ã“leo Cristal Wood Wood 900ML;OT0100009;1;139,32;139,32;EOV - Mercado Livre;OT0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
211809;1;01/06/2026 09:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento EgÃ­pcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;EOV - Mercado Livre;AN0440020;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
129060;2;01/06/2026 09:24;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit 2x Selante Anti Trincas E Fissuras Zero Trinca 420g;ZT040014202;1;73,99;73,99;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
211810;1;01/06/2026 09:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211811;1;01/06/2026 09:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211812;1;01/06/2026 09:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 900ML;RF00900;1;371,54;371,54;EOV - Mercado Livre;RF00900;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211813;1;01/06/2026 09:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de AderÃªncia para plÃ¡stico TF200 150ML Transfix;TF200150;1;69,56;69,56;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
211814;1;01/06/2026 09:29;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer para GravaÃ§Ãµes a Laser TF700 150ML Transfix;TF700150;1;128,61;128,61;EOV - Mercado Livre;TF700150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
