NÃºmero;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;CÃ³digo no fornecedor;Nome;Marca;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;Nome
212354;1;03/06/2026 08:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta RemovÃ­vel Skin Color Cristal 900ML Verde;SKC0390109;1;288,65;288,65;EOV - Mercado Livre;SKC0390109;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212356;1;03/06/2026 08:36;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 1,250KG SÃ£o Gabriel - Cristal;CNFGL2125;1;393,97;393,97;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212357;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Primer Universal 1KG Gelo;LP0400210;1;153,88;153,88;EOV - Mercado Livre;LP0400210;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212358;1;03/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;2;24,96;49,92;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212353;1;03/06/2026 08:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento Sulfoaluminoso 1KG;CSA525;3.000,00;9,39;28.170,00;Comercial Interno;;-;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212359;1;03/06/2026 08:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;44,81;44,81;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212360;1;03/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;44,81;44,81;Eov Shopee 2026;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212361;1;03/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;4;22,94;91,76;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212362;1;03/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;2;22,94;45,88;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212363;1;03/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Promotor de AderÃªncia Silano 9091 200ML;PR9091200;1;63,08;63,08;EOV - Mercado Livre;PR9091200;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
129308;2;03/06/2026 08:55;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Silicone Alta Vedacao Trincas Fissuras Dw240 420g;SE2440142;1;142,34;142,34;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212364;1;03/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto Hard Structural 2L;SCH000002;1;1.001,51;1.001,51;EOV - Mercado Livre;SOSCH000002;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212365;1;03/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 1,250KG Cinza CorumbÃ¡ - Cristal;CNFGL3125;1;316,8;316,8;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212366;1;03/06/2026 08:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212367;1;03/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador e Removedor de Espuma PU Sieger 500ml;SC136500;1;35;35;EOV - Mercado Livre;48361;AP WINNER IND COM PRODUTOS QUIMICOS LTDA;SIEGER;;;;;;;;;;;;;;;;;;;;;;;;
212367;1;03/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;150,46;150,46;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212367;1;03/06/2026 08:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;67;67;EOV - Mercado Livre;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212368;1;03/06/2026 09:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;153,67;153,67;Eov Shopee 2026;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212370;1;03/06/2026 09:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tira Tintas Cristal 500ML;TR00000500;1;99,9;99,9;EOV - Mercado Livre;TR00000500;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212369;1;03/06/2026 09:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Base Preparadora Incolor 3,6L;BP0100036;1;302,4;302,4;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212369;1;03/06/2026 09:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Wood Wood PU 75 para Madeira 900ML;WVP0000900;1;191,58;191,58;Comercial Interno;WVP0000900;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212371;1;03/06/2026 09:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;212,79;212,79;EOV - Mercado Livre;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212372;1;03/06/2026 09:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 18KG Branco;LQ0400118;1;1.164,98;1.164,98;EOV - Mercado Livre;LQ0400118;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212374;1;03/06/2026 09:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Chapisco Flex Resina AcrÃ­lica Elastment 18KG;CK0000018;1;546,36;546,36;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212373;1;03/06/2026 09:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 3,6KG Cinza MÃ©dio - Pulo do Gato;EMF044336;2;178,22;356,44;Comercial Interno;EMF044336;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212373;1;03/06/2026 09:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Azul Del Rey - Pulo do Gato;EMF044909;1;56,91;56,91;Comercial Interno;EMF044909;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
129312;2;03/06/2026 09:10;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Liquida Para Papel Parede 900ml;PROESP501;1;65;65;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
212375;1;03/06/2026 09:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta ElÃ¡stica Smart Color Semi Brilho 3,6L Branco;SR0200136;1;464,43;464,43;EOV - Mercado Livre;SR0200136;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212376;1;03/06/2026 09:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 3,6KG Cinza MÃ©dio - Pulo do Gato;EMF044336;1;159,48;159,48;EOV - Mercado Livre;EMF044336;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212377;1;03/06/2026 09:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 3,6KG Cinza MÃ©dio - Pulo do Gato;EMF044336;2;159,48;318,96;EOV - Mercado Livre;EMF044336;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212378;1;03/06/2026 09:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina para Pedras Hold Stone Pro 5L;HSP01000005;1;1.533,33;1.533,33;EOV - Mercado Livre;HSP01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
212379;1;03/06/2026 09:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P400 Mirka;AC24105041;1;8,13;8,13;Comercial Interno;AC24105041;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;;
212379;1;03/06/2026 09:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P800 Mirka;AC24105081;1;7,6;7,6;Comercial Interno;AC24105081;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;;
212379;1;03/06/2026 09:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P1000 Mirka;AC24105092;1;8,13;8,13;Comercial Interno;AC24105092;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;;
129314;2;03/06/2026 09:20;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Aditivo Argamassa Adesivo Chapisco Xapiskinho Bianco 900g;CK0000001;3;71,09;213,27;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212380;1;03/06/2026 09:20;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212381;1;03/06/2026 09:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Umidade 250G;SU04000250;16;183,29;2.932,64;EOV - Mercado Livre;SU04000250;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212382;1;03/06/2026 09:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212383;1;03/06/2026 09:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212384;1;03/06/2026 09:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212385;1;03/06/2026 09:25;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;99,96;99,96;EOV - Mercado Livre;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212386;1;03/06/2026 09:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212387;1;03/06/2026 09:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cristal Magnetic 1,5KG Preto Intenso;MAG030009;1;354,83;354,83;EOV - Mercado Livre;MAG030009;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212388;1;03/06/2026 09:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212389;1;03/06/2026 09:29;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212391;1;03/06/2026 09:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212392;1;03/06/2026 09:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212393;1;03/06/2026 09:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;2;62,28;124,56;EOV - Mercado Livre;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212394;1;03/06/2026 09:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;24,96;24,96;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212395;1;03/06/2026 09:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212396;1;03/06/2026 09:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212397;1;03/06/2026 09:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;1;25,08;25,08;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212397;1;03/06/2026 09:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;30,84;30,84;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212398;1;03/06/2026 09:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212399;1;03/06/2026 09:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Branco;SE2400142;2;142,34;284,68;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212400;1;03/06/2026 09:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 340G;MF0400134;1;90,49;90,49;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212400;1;03/06/2026 09:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;35,38;35,38;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212401;1;03/06/2026 09:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;1;46,78;46,78;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212403;1;03/06/2026 09:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Smart Cimento Additive - PolÃ­mero AcrÃ­lico ElastomÃ©rico 18KG;SA00000018;1;1.125,00;1.125,00;EOV - Magalu;SA00000018;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212404;1;03/06/2026 09:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de CopolÃ­mero SintÃ©tico;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;;;;;;;;;;;;;;;;;;;;;;;
212405;1;03/06/2026 10:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de AderÃªncia para plÃ¡stico TF200 150ML Transfix;TF200150;1;69,56;69,56;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212406;1;03/06/2026 10:01;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;2;38,55;77,1;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
129316;2;03/06/2026 10:03;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml;EMF044209;1;62,28;62,28;EOV - Mercado Livre;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212407;1;03/06/2026 10:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;1;30,94;30,94;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212407;1;03/06/2026 10:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 420G;ZT04001420;1;38,06;38,06;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212408;1;03/06/2026 10:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removedor de Colas e Adesivos XÃ´ Cola 500ML - Cristal;CXC00005;1;122,25;122,25;EOV - Mercado Livre;CXC00005;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212409;1;03/06/2026 10:08;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rufo LÃ­quido 900G Cinza;RL0440009;1;196,9;196,9;EOV - Mercado Livre;RL0440009;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212410;1;03/06/2026 10:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta ElÃ¡stica Smart Color Semi Brilho 3,6L Branco;SR0200136;1;464,43;464,43;EOV - Mercado Livre;SR0200136;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212411;1;03/06/2026 10:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 340G;MF0400134;1;131,85;131,85;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212413;1;03/06/2026 10:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;1;46,78;46,78;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212412;1;03/06/2026 10:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone 25KG Praia Dourada;GN0406525;1;714,78;714,78;EOV - Wake;GN0406525;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212414;1;03/06/2026 10:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212416;1;03/06/2026 10:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212417;1;03/06/2026 10:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Areia Intensa;DPT04767025;1;62,72;62,72;EOV - Mercado Livre;DPT04767025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212418;1;03/06/2026 10:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rejunte ElÃ¡stico Elastment 420G Branco;RJ04001042;2;85;170;EOV - Mercado Livre;RJ04001042;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212419;1;03/06/2026 10:21;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;2;26,9;53,8;EOV - Mercado Livre;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
129318;2;03/06/2026 10:21;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212420;1;03/06/2026 10:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;PM0000101;1;70,49;70,49;EOV - Mercado Livre;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212421;1;03/06/2026 10:23;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera Cristal Wood Wood 900ML;CT0100009;1;183,92;183,92;EOV - Mercado Livre;CT0100009;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212422;1;03/06/2026 10:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;2;124,81;249,62;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
