Número;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Código no fornecedor;Nome;Marca;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Nome;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja
130346;2;10/06/2026 12:17;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Esmalte Maritimo Direto Na Ferrugem Para Metal 900ml;EMF044209;1;62,28;62,28;EOV - Mercado Livre;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
213775;1;10/06/2026 12:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Umidade 250G;SU04000250;4;194,99;779,96;EOV - Mercado Livre;SU04000250;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213776;1;10/06/2026 12:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Pigmento Uma Gota 50ML Verde;UG04931050;1;25;25;EOV - Mercado Livre;UG04931050;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213777;1;10/06/2026 12:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte Marítimo Sobre Ferrugem 900G Preto Fosco - Pulo do Gato;EMF044109;2;62,28;124,56;EOV - Mercado Livre;EMF044109;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
130348;2;10/06/2026 12:23;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;2;24,96;49,92;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213778;1;10/06/2026 12:25;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;39,66;39,66;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213779;1;10/06/2026 12:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz Atóxico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213780;1;10/06/2026 12:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte Marítimo Sobre Ferrugem 900G Preto Fosco - Pulo do Gato;EMF044109;1;62,28;62,28;Eov Shopee 2026;EMF044109;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
213781;1;10/06/2026 12:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;2;164,14;328,28;Eov Shopee 2026;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213782;1;10/06/2026 12:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;PM0000101;1;76,13;76,13;Eov Shopee 2026;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213783;1;10/06/2026 12:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rufo Líquido 900G Cinza;RL0440009;3;212,65;637,95;Eov Shopee 2026;RL0440009;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213784;1;10/06/2026 12:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;PM0000101;1;52,87;52,87;EOV - Wake;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213785;1;10/06/2026 12:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Stabilizer - Primer Estabilizador de Superfícies 25KG;ES0400325;1;705,54;705,54;EOV - Mercado Livre;ES0400325;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213787;1;10/06/2026 12:49;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Trincas e Fissuras 3,2KG Branco;SO0400132;2;586,87;1.173,74;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213788;1;10/06/2026 12:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Wood Wood PU 70 Base Água para Madeira 900ML;WV0100009;1;243,82;243,82;EOV - Wake;WV0100009;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
130350;2;10/06/2026 12:56;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Atoxico Baixa Espessura - Wood Wood;PLWW1480;1;299,9;299,9;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213789;1;10/06/2026 12:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hidrofugante para Madeira Shield Protector 900ml;SH04000900;3;243,82;731,46;EOV - Wake;SH04000900;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213789;1;10/06/2026 12:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213790;1;10/06/2026 13:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Semi Brilho;SR0100036;1;353,24;353,24;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213790;1;10/06/2026 13:05;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Elástica Smart Color Semi Brilho 3,6L Gelo;SR0300236;2;372,44;744,88;EOV - Wake;SR0300236;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213791;1;10/06/2026 13:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Promotor de Aderência Silano 9091 200ML;PR9091200;1;63,08;63,08;EOV - Mercado Livre;PR9091200;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
213786;1;10/06/2026 13:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Fosca;SR0400036;1;335,58;335,58;Comercial Interno;SR0400036;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213792;1;10/06/2026 13:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Pu Manta Líquida Zero Obra Elastment 3,5KG Fosco Prata;VZ0440135;1;1.253,98;1.253,98;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213793;1;10/06/2026 13:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;SOS Trincas e Fissuras 3,2KG Branco;SO0400132;1;557,53;557,53;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213793;1;10/06/2026 13:20;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal C/ Bico Aplicador - Impermeabilizante para Pequenos Reparos 500ML;CUB01000009;1;249,09;249,09;Comercial Interno;CUB01000009;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Baixa Espessura  C/ Endurecedor A 1KG;PC000A1;1;215,59;215,59;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato Liquido Baixa Espessura  C/ Endurecedor B 500G;PC000B500;1;89,96;89,96;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera Cristal Wood Wood 900ML;CT0100009;1;137,94;137,94;EOV - Wake;CT0100009;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;67,93;67,93;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Óleo Cristal Wood Wood 900ML;OT0100009;1;104,49;104,49;EOV - Wake;OT0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213794;1;10/06/2026 13:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pincel Silicone Wood Wood;SB01075;1;31,35;31,35;EOV - Wake;SB01075;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
130352;2;10/06/2026 13:32;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit Contra Umidade Smart Resina Massa Acrilica Acqua Zero P;MA0440023;3;161,37;484,1;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213795;1;10/06/2026 13:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;3;150,46;451,38;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213796;1;10/06/2026 13:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Óleo Cristal Wood Wood 900ML;OT0100009;1;139,32;139,32;EOV - Mercado Livre;OT0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213796;1;10/06/2026 13:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fita Crepe Condor - 18mmx50m;C1018;2;13,95;27,9;EOV - Mercado Livre;971677;CONDOR PINCEIS FILIAL SBS;CONDOR ;;;;;;;;;;;;;;;;;;;;;;;
213797;1;10/06/2026 13:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;2;38,55;77,1;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213798;1;10/06/2026 13:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 90G;MF0400190;1;25,08;25,08;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213798;1;10/06/2026 13:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;30,84;30,84;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213799;1;10/06/2026 13:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Para Gesso 3D AC5000 420G;AC5000142;1;47,9;47,9;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;
213800;1;10/06/2026 13:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;39,66;39,66;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213801;1;10/06/2026 13:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;2;108,9;217,8;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213802;1;10/06/2026 13:59;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Sublimação 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213803;1;10/06/2026 14:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;39,66;39,66;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213804;1;10/06/2026 14:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;39,66;39,66;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213805;1;10/06/2026 14:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Areia Intensa;DPT04767025;1;67,74;67,74;Eov Shopee 2026;DPT04767025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213806;1;10/06/2026 14:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Stencil Decor Premium de Tijolinho para Massas 63X47cm 1mm;S6357T;1;58;58;EOV - Wake;;STENCILDECOR INDUSTRIA E TREINAMENTOS LTDA;STENCIL DECOR;;;;;;;;;;;;;;;;;;;;;;;
213807;1;10/06/2026 14:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;152,26;152,26;EOV - Mercado Livre;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213808;1;10/06/2026 14:09;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Branco;SE2400142;1;142,34;142,34;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
213809;1;10/06/2026 14:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte Marítimo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;3;62,28;186,84;EOV - Mercado Livre;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;
130356;2;10/06/2026 14:11;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Antiderrapante Liquido Contra Quedas 250G Incolor;CQ0432001231;1;99,9;99,9;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213810;1;10/06/2026 14:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hold Manta - Manta Estruturante para Jardim 20CM x 5M;HM0001605;1;76;76;EOV - Mercado Livre;HM0001605;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
130359;2;10/06/2026 14:13;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Kit SOS Umidade 250G - 2 unidades;SU04000251;1;390,04;390,04;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA; DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
130360;2;10/06/2026 14:13;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Manta Liquida Cimenticia Elastment Cimento Elastico 20kg;EB0440020;1;965,16;965,16;EOV - Mercado Livre;EB0440020;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213811;1;10/06/2026 14:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
130362;2;10/06/2026 14:17;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;
213813;1;10/06/2026 14:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Branco Ceará - Cristal;CNFGL0125;1;312,83;312,83;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213815;1;10/06/2026 14:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Manta Líquida Protelha Plus 900ML Incolor;PRO0000009;1;104,52;104,52;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;UMA TINTA;;;;;;;;;;;;;;;;;;;;;;;
213816;1;10/06/2026 14:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Branco Ceará - Cristal;CNFGL0125;1;393,97;393,97;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213817;1;10/06/2026 14:21;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Marrom Imperial - Cristal;CNFGL1125;1;393,97;393,97;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213818;1;10/06/2026 14:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P320 Mirka;AC24105032;1;14,98;14,98;Eov Shopee 2026;AC24105032;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;
213818;1;10/06/2026 14:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P400 Mirka;AC24105041;1;14,98;14,98;Eov Shopee 2026;AC24105041;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;
213818;1;10/06/2026 14:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P600 Mirka;AC24105061;1;14,98;14,98;Eov Shopee 2026;AC24105061;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;
213818;1;10/06/2026 14:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P1000 Mirka;AC24105092;1;14,96;14,96;Eov Shopee 2026;AC24105092;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;
213819;1;10/06/2026 14:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Shampoo para Telhas Power Shower 5L Cristal;C2763;1;102,48;102,48;Eov Shopee 2026;;-;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;
213820;1;10/06/2026 14:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;1;46,97;46,97;EOV - Wake;DPT04001025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213820;1;10/06/2026 14:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Preto;DPT04010025;1;46,97;46,97;EOV - Wake;DPT04010025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213820;1;10/06/2026 14:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 500G;PM000015;1;203,98;203,98;EOV - Wake;PM000015;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213820;1;10/06/2026 14:27;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Super Cola Gel 100G Wood Wood;SGG040001;1;62,7;62,7;EOV - Wake;SGG040001;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;
213821;1;10/06/2026 14:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;114,2;114,2;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213822;1;10/06/2026 14:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Navarro;DPT04054025;1;41,7;41,7;EOV - Wake;DPT04054025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213823;1;10/06/2026 14:36;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento Elástico Elastment 20KG Cinza;EB0440020;1;849,01;849,01;Comercial Interno;EB0440020;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213824;1;10/06/2026 14:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 900ML Branco;DPT04001009;2;139,08;278,16;EOV - Wake;DPT04001009;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;
213825;1;10/06/2026 14:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas Cimentícias DW240 Flex 420G - Branco;SE2400142;1;75,24;75,24;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;DRY LEVIS;;;;;;;;;;;;;;;;;;;;;;;
213826;1;10/06/2026 14:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Rapid Cure Crack Filler - Preenchedor de Trincas de Concreto em Pó 700G Concreto;RCCF044007;1;69,9;69,9;EOV - Wake;RCCF044007;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;
213827;1;10/06/2026 14:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
130364;2;10/06/2026 14:48;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Tapa Tudo 5000 340g;MF0400134;2;131,85;263,7;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;
213829;1;10/06/2026 14:48;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Grannistone Pedras Naturais 5KG Cinza Clássico;GN0449305;3;250,8;752,4;Comercial Interno;;IVA QUIMICA DO BRASIL LTDA;LT Shiner;;;;;;;;;;;;;;;;;;;;;;;
213830;1;10/06/2026 14:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;150,46;150,46;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213831;1;10/06/2026 15:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;
213832;1;10/06/2026 15:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 1L;SC0000001;2;627;1.254,00;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;
213833;1;10/06/2026 15:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 4,5KG Branco;LQ0400145;1;260,48;260,48;Comercial Interno;LQ0400145;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213833;1;10/06/2026 15:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 4,5KG Kalahari;LQ0433245;1;260,48;260,48;Comercial Interno;LQ0433245;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
130368;2;10/06/2026 15:25;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Nivela Pronta Para Reboco Lt Shiner 5kg Branco;LTM0400105;2;116,5;233;EOV - Mercado Livre;LTM0400105;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;
213834;1;10/06/2026 15:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;113,99;113,99;EOV - Wake;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;
213828;1;10/06/2026 15:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hold Stone Resina Tix Superfícies Verticais 1,890KG;HR01001880;2;478,69;957,38;EOV - Wake;HR01001880;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
213828;1;10/06/2026 15:42;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hold Stone Clean Tool Limpador de Espátula 1L;HCT00001;1;173,28;173,28;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;
